PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,BIRTHDATE,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,POSITION,ROSTERSTATUS,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,FROM_YEAR,TO_YEAR,DRAFT_YEAR
1627988,Myke,Henry,Myke Henry,1992-12-23T00:00:00,USA,6-6,210,2,Forward,Inactive,1610612763,Grizzlies,MEM,grizzlies,Memphis,2017.0,2017.0,2016
77003,Skeeter,Henry,Skeeter Henry,1967-12-08T00:00:00,USA,6-7,190,1,Guard,Inactive,1610612756,Suns,PHX,suns,Phoenix,1993.0,1993.0,Undrafted
202333,Xavier,Henry,Xavier Henry,1991-03-15T00:00:00,USA,6-6,220,6,Forward-Guard,Inactive,0,,,,,2010.0,2014.0,2010
203089,John,Henson,John Henson,1990-12-28T00:00:00,USA,6-9,219,9,Forward-Center,Inactive,1610612749,Bucks,MIL,bucks,Milwaukee,2012.0,2019.0,2012
1667,Steve,Henson,Steve Henson,1968-02-02T00:00:00,USA,5-11,177,7,Guard,Inactive,0,,,,,1990.0,1998.0,1990
1642935,Chucky,Hepburn,Chucky Hepburn,2003-02-09T00:00:00,USA,6-0,190,0,Guard,Active,1610612761,Raptors,TOR,raptors,Toronto,2025.0,2025.0,Undrafted
77006,Bill,Herman,Bill Herman,1924-05-17T00:00:00,USA,6-3,170,1,Guard,Inactive,1610610027,Nuggets,DN ,nuggets,Denver,1949.0,1949.0,Undrafted
77007,Clarence,Hermsen,Clarence Hermsen,1923-03-12T00:00:00,USA,6-9,225,6,Center,Inactive,1610612738,Celtics,BOS,celtics,Boston,1946.0,1952.0,Undrafted
1629608,Dewan,Hernandez,Dewan Hernandez,1996-12-09T00:00:00,USA,6-10,235,2,Center-Forward,Inactive,1610612761,Raptors,TOR,raptors,Toronto,2019.0,2019.0,2019
1627823,Juancho,Hernangomez,Juancho Hernangomez,1995-09-28T00:00:00,Spain,6-9,214,7,Forward,Inactive,0,,,,,2016.0,2022.0,2016
1626195,Willy,Hernangomez,Willy Hernangomez,1994-05-27T00:00:00,Spain,6-11,250,8,Center-Forward,Inactive,1610612740,Pelicans,NOP,pelicans,New Orleans,2016.0,2022.0,2015
1914,Chris,Herren,Chris Herren,1975-09-27T00:00:00,USA,6-2,190,2,Guard,Inactive,1610612743,Nuggets,DEN,nuggets,Denver,1999.0,2000.0,1999
61,Carl,Herrera,Carl Herrera,1966-12-14T00:00:00,USA,,,8,,Inactive,0,,,,,1991.0,2008.0,1990
200835,Walter,Herrmann,Walter Herrmann,1979-06-26T00:00:00,Argentina,6-9,225,4,Forward,Inactive,1610612765,Pistons,DET,pistons,Detroit,2006.0,2008.0,Undrafted
1629639,Tyler,Herro,Tyler Herro,2000-01-20T00:00:00,USA,6-5,195,6,Guard,Active,1610612748,Heat,MIA,heat,Miami,2019.0,2025.0,2019
77010,Keith,Herron,Keith Herron,1956-06-14T00:00:00,USA,6-6,195,3,Guard,Inactive,1610612765,Pistons,DET,pistons,Detroit,1978.0,1981.0,1978
77011,Sidney,Hertzberg,Sidney Hertzberg,1922-07-29T00:00:00,USA,5-10,175,5,Guard,Inactive,1610612738,Celtics,BOS,celtics,Boston,1946.0,1950.0,Undrafted
1628987,Kevin,Hervey,Kevin Hervey,1996-07-09T00:00:00,USA,6-9,230,2,Forward,Inactive,1610612760,Thunder,OKC,thunder,Oklahoma City,2019.0,2019.0,2018
77012,Fred,Hetzel,Fred Hetzel,1942-07-21T00:00:00,USA,6-8,220,6,Forward,Inactive,1610612744,Warriors,SFW,warriors,San Francisco,1965.0,1970.0,1965
77013,Bill,Hewitt,Bill Hewitt,1944-08-08T00:00:00,USA,6-7,210,6,Forward,Inactive,1610612765,Pistons,DET,pistons,Detroit,1968.0,1974.0,1968
77014,Jack,Hewson,Jack Hewson,1924-09-07T00:00:00,USA,6-6,195,1,Forward,Inactive,1610612738,Celtics,BOS,celtics,Boston,1947.0,1947.0,1947
77015,Art,Heyman,Art Heyman,1941-06-24T00:00:00,USA,6-5,205,3,Guard,Inactive,1610612752,Knicks,NYK,knicks,New York,1963.0,1965.0,1963
1626209,Mario,Hezonja,Mario Hezonja,1995-02-25T00:00:00,Croatia,6-8,220,6,Forward-Guard,Inactive,1610612753,Magic,ORL,magic,Orlando,2015.0,2019.0,2015
201579,Roy,Hibbert,Roy Hibbert,1986-12-11T00:00:00,USA,7-2,270,10,Center,Inactive,1610612754,Pacers,IND,pacers,Indiana,2008.0,2016.0,2008
77016,Matthew,Hickey,Matthew Hickey,1902-01-30T00:00:00,USA,5-11,180,1,Guard,Inactive,1610610032,Steamrollers,PRO,steamrollers,Providence,1947.0,1947.0,Undrafted
1628439,Isaiah,Hicks,Isaiah Hicks,1994-07-24T00:00:00,USA,6-9,230,3,Forward,Inactive,1610612752,Knicks,NYK,knicks,New York,2017.0,2018.0,Undrafted
77017,Phil,Hicks,Phil Hicks,1953-01-31T00:00:00,USA,6-7,205,2,Forward,Inactive,1610612741,Bulls,CHI,bulls,Chicago,1976.0,1978.0,1976
201581,JJ,Hickson,JJ Hickson,1988-09-04T00:00:00,USA,6-9,242,9,Center-Forward,Inactive,1610612739,Cavaliers,CLE,cavaliers,Cleveland,2008.0,2015.0,2008
1627741,Buddy,Hield,Buddy Hield,1992-12-17T00:00:00,Bahamas,6-4,220,9,Guard,Active,1610612744,Warriors,GSW,warriors,Golden State,2016.0,2025.0,2016
202809,Cory,Higgins,Cory Higgins,1989-06-14T00:00:00,USA,6-5,180,2,Guard,Inactive,0,,,,,2011.0,2012.0,Undrafted
1848,Mike,Higgins,Mike Higgins,1967-02-17T00:00:00,USA,6-9,220,2,Forward,Inactive,1610612758,Kings,SAC,kings,Sacramento,1989.0,1990.0,Undrafted
77019,Rod,Higgins,Rod Higgins,1960-01-31T00:00:00,USA,6-7,200,13,Forward,Inactive,1610612744,Warriors,GOS,warriors,Golden State,1982.0,1994.0,1982
925,Sean,Higgins,Sean Higgins,1968-12-30T00:00:00,USA,6-9,205,6,Forward,Inactive,0,,,,,1990.0,1997.0,1990
77021,Kenny,Higgs,Kenny Higgs,1955-01-31T00:00:00,USA,6-0,180,3,Guard,Inactive,1610612743,Nuggets,DEN,nuggets,Denver,1978.0,1981.0,Undrafted
77022,Johnny,High,Johnny High,1957-04-25T00:00:00,USA,6-3,185,4,Guard,Inactive,1610612756,Suns,PHX,suns,Phoenix,1979.0,1983.0,1979
1629312,Haywood,Highsmith,Haywood Highsmith,1996-12-09T00:00:00,USA,6-5,220,5,Forward,Active,1610612751,Nets,BKN,nets,Brooklyn,2018.0,2025.0,2018
77023,Wayne,Hightower,Wayne Hightower,1940-01-14T00:00:00,USA,6-8,192,5,Forward,Inactive,1610612744,Warriors,SFW,warriors,San Francisco,1962.0,1966.0,1962
77024,Armond,Hill,Armond Hill,1953-03-31T00:00:00,USA,6-4,190,8,Guard,Inactive,1610612737,Hawks,ATL,hawks,Atlanta,1976.0,1983.0,1976
77025,Cleo,Hill,Cleo Hill,1938-05-24T00:00:00,USA,6-1,185,1,Guard,Inactive,1610612737,Hawks,STL,hawks,St. Louis,1961.0,1961.0,1961
77026,Gary,Hill,Gary Hill,1941-10-07T00:00:00,USA,6-4,185,2,Guard,Inactive,1610612744,Warriors,SFW,warriors,San Francisco,1963.0,1964.0,1963
201588,George,Hill,George Hill,1986-05-04T00:00:00,USA,6-4,188,16,Guard,Inactive,1610612754,Pacers,IND,pacers,Indiana,2008.0,2022.0,2008
255,Grant,Hill,Grant Hill,1972-10-05T00:00:00,USA,6-8,225,18,Forward,Inactive,1610612765,Pistons,DET,pistons,Detroit,1994.0,2012.0,1994
201195,Herbert,Hill,Herbert Hill,1984-10-01T00:00:00,USA,6-10,240,1,Forward-Center,Inactive,1610612755,76ers,PHI,sixers,Philadelphia,2007.0,2007.0,2007
201941,Jordan,Hill,Jordan Hill,1987-07-27T00:00:00,USA,6-10,240,9,Forward-Center,Inactive,1610612747,Lakers,LAL,lakers,Los Angeles,2009.0,2016.0,2009
1630792,Malcolm,Hill,Malcolm Hill,1995-10-26T00:00:00,USA,6-6,220,2,Forward,Active,1610612755,76ers,PHI,sixers,Philadelphia,2021.0,2025.0,Undrafted
203524,Solomon,Hill,Solomon Hill,1991-03-18T00:00:00,USA,6-6,226,9,Forward,Inactive,0,,,,,2013.0,2021.0,2013
201631,Steven,Hill,Steven Hill,1985-11-14T00:00:00,USA,7-0,245.0,2,Center,Inactive,0,,,,,2008.0,2008.0,Undrafted
238,Tyrone,Hill,Tyrone Hill,1968-03-19T00:00:00,USA,6-9,250.0,14,Forward,Inactive,0,,,,,1990.0,2003.0,1990
77027,Art,Hillhouse,Art Hillhouse,1916-06-12T00:00:00,USA,6-7,220.0,2,Center,Inactive,1610612744,Warriors,PHW,warriors,Philadelphia,1946.0,1947.0,Undrafted
1626199,Darrun,Hilliard,Darrun Hilliard,1993-04-13T00:00:00,USA,6-6,220.0,4,Guard,Inactive,1610612765,Pistons,DET,pistons,Detroit,2015.0,2017.0,2015
77028,Darnell,Hillman,Darnell Hillman,1949-08-29T00:00:00,USA,6-9,215.0,4,Forward,Inactive,1610612754,Pacers,IND,pacers,Indiana,1976.0,1979.0,1971
77029,Fred,Hilton,Fred Hilton,1948-01-15T00:00:00,USA,6-3,185.0,2,Guard,Inactive,1610612746,Braves,BUF,clippers,Buffalo,1971.0,1972.0,1971
2550,Kirk,Hinrich,Kirk Hinrich,1981-01-02T00:00:00,USA,6-4,190.0,14,Guard,Inactive,1610612741,Bulls,CHI,bulls,Chicago,2003.0,2015.0,2003
77030,Roy,Hinson,Roy Hinson,1961-05-02T00:00:00,USA,6-9,210.0,8,Center,Inactive,1610612739,Cavaliers,CLE,cavaliers,Cleveland,1983.0,1990.0,1983
1630207,Nate,Hinton,Nate Hinton,1999-06-08T00:00:00,USA,6-5,210.0,4,Guard-Forward,Inactive,1610612745,Rockets,HOU,rockets,Houston,2020.0,2023.0,Undrafted
77031,Mel,Hirsch,Mel Hirsch,1921-07-31T00:00:00,USA,5-6,165.0,1,Guard,Inactive,1610612738,Celtics,BOS,celtics,Boston,1946.0,1946.0,Undrafted
77032,Lew,Hitch,Lew Hitch,1929-07-16T00:00:00,USA,6-8,200.0,6,Forward,Inactive,1610612747,Lakers,MNL,lakers,Minneapolis,1951.0,1956.0,1951
200823,Robert,Hite,Robert Hite,1984-01-12T00:00:00,USA,6-2,184.0,2,Guard,Inactive,0,,,,,2006.0,2006.0,Undrafted
1629658,Jaylen,Hoard,Jaylen Hoard,1999-03-30T00:00:00,France,6-8,216.0,3,Forward,Inactive,0,,,,,2019.0,2021.0,Undrafted
202359,Darington,Hobson,Darington Hobson,1987-09-29T00:00:00,USA,6-7,210.0,1,Guard,Inactive,0,,,,,2011.0,2011.0,2010
1641793,D'Moi,Hodge,D'Moi Hodge,1998-12-20T00:00:00,British Virgin Islands,6-3,188.0,2,Guard,Inactive,0,,,,,2023.0,2023.0,Undrafted
1106,Donald,Hodge,Donald Hodge,1969-02-25T00:00:00,USA,7-0,230.0,5,Forward,Inactive,0,,,,,1991.0,1995.0,1991
101125,Julius,Hodge,Julius Hodge,1983-11-18T00:00:00,USA,6-7,220.0,3,Guard,Inactive,0,,,,,2005.0,2006.0,2005
77034,Craig,Hodges,Craig Hodges,1960-06-27T00:00:00,USA,6-2,190.0,10,Guard,Inactive,1610612749,Bucks,MIL,bucks,Milwaukee,1982.0,1991.0,1982
77035,Adolph,Hoefer,Adolph Hoefer,1917-07-12T00:00:00,USA,5-9,158.0,2,Guard,Inactive,1610612738,Celtics,BOS,celtics,Boston,1946.0,1947.0,Undrafted
77036,Paul,Hoffman,Paul Hoffman,1925-05-05T00:00:00,USA,6-2,195.0,6,Guard,Inactive,1610610024,Bullets,BAL,bullets,Baltimore,1947.0,1954.0,1947
77037,Bob,Hogsett,Bob Hogsett,1941-01-29T00:00:00,USA,6-7,230.0,1,Forward,Inactive,1610612765,Pistons,DET,pistons,Detroit,1966.0,1966.0,Undrafted
77038,Paul,Hogue,Paul Hogue,1940-04-28T00:00:00,USA,6-9,240.0,2,Center,Inactive,1610612752,Knicks,NYK,knicks,New York,1962.0,1963.0,1962
697,Fred,Hoiberg,Fred Hoiberg,1972-10-15T00:00:00,USA,6-5,210.0,11,Guard,Inactive,1610612741,Bulls,CHI,bulls,Chicago,1995.0,2004.0,1995
77039,Doug,Holcomb,Doug Holcomb,1925-02-09T00:00:00,USA,6-4,200.0,1,Forward,Inactive,1610610024,Bullets,BAL,bullets,Baltimore,1948.0,1948.0,Undrafted
2450,Randy,Holcomb,Randy Holcomb,1979-08-08T00:00:00,USA,6-9,220.0,1,Forward,Inactive,0,,,,,2002.0,2005.0,2002
1628988,Aaron,Holiday,Aaron Holiday,1996-09-30T00:00:00,USA,6-0,185.0,7,Guard,Active,1610612745,Rockets,HOU,rockets,Houston,2018.0,2025.0,2018
201950,Jrue,Holiday,Jrue Holiday,1990-06-12T00:00:00,USA,6-4,220.0,16,Guard,Active,1610612757,Trail Blazers,POR,blazers,Portland,2009.0,2025.0,2009
203200,Justin,Holiday,Justin Holiday,1989-04-05T00:00:00,USA,6-6,180.0,12,Forward-Guard,Inactive,1610612743,Nuggets,DEN,nuggets,Denver,2012.0,2023.0,Undrafted
77040,Brad,Holland,Brad Holland,1956-12-06T00:00:00,USA,6-3,180.0,3,Guard,Inactive,1610612747,Lakers,LAL,lakers,Los Angeles,1979.0,1981.0,1979
77041,Joe,Holland,Joe Holland,1925-09-26T00:00:00,USA,6-4,185.0,3,Forward,Inactive,1610610030,Olympians,INO,olympians,Indianapolis,1949.0,1951.0,1948
204066,John,Holland,John Holland,1988-11-06T00:00:00,USA,6-5,205.0,2,Guard,Inactive,0,,,,,2015.0,2018.0,Undrafted
77042,Wilbur,Holland,Wilbur Holland,1951-11-08T00:00:00,USA,6-0,175.0,4,Guard,Inactive,1610612741,Bulls,CHI,bulls,Chicago,1975.0,1978.0,1975
1641842,Ronald,Holland II,Ronald Holland II,2005-07-07T00:00:00,USA,6-8,206.0,1,Forward,Active,1610612765,Pistons,DET,pistons,Detroit,2023.0,2025.0,2024
77043,Lionel,Hollins,Lionel Hollins,1953-10-19T00:00:00,USA,6-3,185.0,10,Guard,Inactive,1610612757,Trail Blazers,POR,blazers,Portland,1975.0,1984.0,1975
200797,Ryan,Hollins,Ryan Hollins,1984-10-10T00:00:00,USA,7-0,240.0,10,Center,Inactive,0,,,,,2006.0,2015.0,2006
77044,Essie,Hollis,Essie Hollis,1955-05-16T00:00:00,USA,6-6,195.0,1,Forward,Inactive,1610612765,Pistons,DET,pistons,Detroit,1978.0,1978.0,1977
1626178,Rondae,Hollis-Jefferson,Rondae Hollis-Jefferson,1995-01-03T00:00:00,USA,6-6,217.0,7,Forward,Inactive,1610612751,Nets,BKN,nets,Brooklyn,2015.0,2020.0,2015
1626158,Richaun,Holmes,Richaun Holmes,1993-10-15T00:00:00,USA,6-9,235.0,11,Forward,Inactive,1610612764,Wizards,WAS,wizards,Washington,2015.0,2024.0,2015
1641747,DaRon,Holmes II,DaRon Holmes II,2002-08-15T00:00:00,USA,6-10,225.0,0,Forward,Active,1610612743,Nuggets,DEN,nuggets,Denver,2024.0,2025.0,2024
1631096,Chet,Holmgren,Chet Holmgren,2002-05-01T00:00:00,USA,7-1,208.0,2,Center-Forward,Active,1610612760,Thunder,OKC,thunder,Oklahoma City,2022.0,2025.0,2022
77045,Jim,Holstein,Jim Holstein,1930-09-24T00:00:00,USA,6-3,180.0,4,Forward,Inactive,1610612747,Lakers,MNL,lakers,Minneapolis,1952.0,1955.0,1952
77046,Alvin,Holt,Alvin Holt,1946-08-26T00:00:00,USA,6-7,210.0,1,Forward,Inactive,1610612741,Bulls,CHI,bulls,Chicago,1970.0,1970.0,Undrafted
77047,Michael,Holton,Michael Holton,1961-08-04T00:00:00,USA,6-4,185.0,6,Guard,Inactive,1610612757,Trail Blazers,POR,blazers,Portland,1984.0,1989.0,1983
77048,Dick,Holub,Dick Holub,1921-10-29T00:00:00,USA,6-6,205.0,1,Center,Inactive,1610612752,Knicks,NYK,knicks,New York,1947.0,1947.0,1947
77049,Joe,Holup,Joe Holup,1934-02-26T00:00:00,USA,6-6,215.0,3,Forward,Inactive,1610612765,Pistons,DET,pistons,Detroit,1956.0,1958.0,1956
77050,Red,Holzman,Red Holzman,1920-08-10T00:00:00,USA,5-10,175.0,6,Guard,Inactive,1610612758,Royals,ROC,kings,Rochester,1948.0,1953.0,Undrafted
1630258,Caleb,Homesley,Caleb Homesley,1996-11-27T00:00:00,USA,6-6,205.0,1,Guard,Inactive,1610612764,Wizards,WAS,wizards,Washington,2020.0,2020.0,Undrafted
1532,Jerald,Honeycutt,Jerald Honeycutt,1974-10-20T00:00:00,USA,6-9,254.0,3,Forward-Guard,Inactive,1610612749,Bucks,MIL,bucks,Milwaukee,1997.0,1998.0,1997
202715,Tyler,Honeycutt,Tyler Honeycutt,1990-07-15T00:00:00,USA,6-8,188.0,2,Forward,Inactive,0,,,,,2011.0,2012.0,2011
1967,Derek,Hood,Derek Hood,1976-12-22T00:00:00,USA,6-8,222.0,2,Forward,Inactive,1610612766,Hornets,CHH,hornets,Charlotte,1999.0,2002.0,Undrafted
203918,Rodney,Hood,Rodney Hood,1992-10-20T00:00:00,USA,6-8,208.0,9,Guard-Forward,Inactive,1610612746,Clippers,LAC,clippers,LA,2014.0,2021.0,2014
1641720,Jalen,Hood-Schifino,Jalen Hood-Schifino,2003-06-19T00:00:00,USA,6-5,210.0,3,Guard,Inactive,1610612755,76ers,PHI,sixers,Philadelphia,2023.0,2024.0,2023
77051,Tom,Hoover,Tom Hoover,1941-01-23T00:00:00,USA,6-9,230.0,3,Center,Inactive,1610612752,Knicks,NYK,knicks,New York,1963.0,1966.0,1963
77052,Bob,Hopkins,Bob Hopkins,1934-11-03T00:00:00,USA,6-8,205.0,4,Center,Inactive,1610612755,Nationals,PHI,sixers,Syracuse,1956.0,1959.0,1956
77053,Dave,Hoppen,Dave Hoppen,1964-03-13T00:00:00,USA,6-11,235.0,6,Center,Inactive,1610612766,Hornets,CHH,hornets,Charlotte,1987.0,1992.0,1986
77054,Dennis,Hopson,Dennis Hopson,1965-04-22T00:00:00,USA,6-5,200.0,5,Forward,Inactive,1610612751,Nets,NJN,nets,New Jersey,1987.0,1991.0,1987
203816,Scotty,Hopson,Scotty Hopson,1989-08-08T00:00:00,USA,6-7,204.0,4,Guard-Forward,Inactive,0,,,,,2013.0,2021.0,2011
77055,Johnny,Horan,Johnny Horan,1932-11-24T00:00:00,USA,6-8,190.0,1,Forward,Inactive,1610612747,Lakers,MNL,lakers,Minneapolis,1955.0,1955.0,1955
77056,Cedrick,Hordges,Cedrick Hordges,1957-01-08T00:00:00,USA,6-8,220.0,2,Center,Inactive,1610612743,Nuggets,DEN,nuggets,Denver,1980.0,1981.0,1979
201143,Al,Horford,Al Horford,1986-06-03T00:00:00,Dominican Republic,6-9,240.0,18,Center-Forward,Active,1610612744,Warriors,GSW,warriors,Golden State,2007.0,2025.0,2007
77057,Tito,Horford,Tito Horford,1966-01-19T00:00:00,USA,7-1,245.0,3,Center,Inactive,1610612749,Bucks,MIL,bucks,Milwaukee,1988.0,1993.0,1988
77058,Ron,Horn,Ron Horn,1938-05-24T00:00:00,USA,6-7,220.0,2,Forward,Inactive,1610612747,Lakers,LAL,lakers,Los Angeles,1961.0,1962.0,1961
204,Jeff,Hornacek,Jeff Hornacek,1963-05-03T00:00:00,USA,6-4,190.0,14,Guard,Inactive,1610612762,Jazz,UTA,jazz,Utah,1986.0,1999.0,1986
202862,Dennis,Horner,Dennis Horner,1988-02-05T00:00:00,USA,6-9,230.0,1,Forward,Inactive,0,,,,,2011.0,2011.0,Undrafted
109,Robert,Horry,Robert Horry,1970-08-25T00:00:00,USA,6-10,240.0,17,Forward-Center,Inactive,1610612747,Lakers,LAL,lakers,Los Angeles,1992.0,2007.0,1992
77060,Ed,Horton,Ed Horton,1967-12-17T00:00:00,USA,6-8,230.0,1,Center,Inactive,1610612764,Bullets,WAS,wizards,Washington,1989.0,1989.0,1989
1629659,Talen,Horton-Tucker,Talen Horton-Tucker,2000-11-25T00:00:00,USA,6-4,234.0,7,Guard,Inactive,1610612741,Bulls,CHI,bulls,Chicago,2019.0,2024.0,2019
77061,Wilmer,Hosket,Wilmer Hosket,1946-12-20T00:00:00,USA,6-7,225.0,4,Forward,Inactive,1610612752,Knicks,NYK,knicks,New York,1968.0,1971.0,1968
77062,Bob,Houbregs,Bob Houbregs,1932-03-12T00:00:00,USA,6-8,210.0,5,Center,Inactive,1610612765,Pistons,DET,pistons,Detroit,1953.0,1957.0,1953
2067,Eddie,House,Eddie House,1978-05-14T00:00:00,USA,6-1,190.0,12,Guard,Inactive,1610612748,Heat,MIA,heat,Miami,2000.0,2010.0,2000
1627863,Danuel,House Jr.,Danuel House Jr.,1993-06-07T00:00:00,USA,6-6,220.0,8,Forward-Guard,Inactive,0,,,,,2016.0,2023.0,Undrafted
1631216,Caleb,Houstan,Caleb Houstan,2003-01-09T00:00:00,Canada,6-8,205.0,3,Guard,Active,1610612737,Hawks,ATL,hawks,Atlanta,2022.0,2025.0,2022
275,Allan,Houston,Allan Houston,1971-04-20T00:00:00,USA,6-6,205.0,13,Guard,Inactive,0,,,,,1993.0,2004.0,1993
780,Byron,Houston,Byron Houston,1969-11-22T00:00:00,USA,6-5,250.0,4,Forward,Inactive,1610612744,Warriors,GOS,warriors,Golden State,1992.0,1995.0,1992
77064,Tom,Hovasse,Tom Hovasse,1967-01-31T00:00:00,USA,6-8,205.0,1,Forward,Inactive,1610612737,Hawks,ATL,hawks,Atlanta,1994.0,1994.0,Undrafted
77065,Brian,Howard,Brian Howard,1967-10-19T00:00:00,USA,6-6,204.0,2,Forward,Inactive,1610612742,Mavericks,DAL,mavericks,Dallas,1991.0,1992.0,Undrafted
2730,Dwight,Howard,Dwight Howard,1985-12-08T00:00:00,USA,6-10,265.0,19,Center-Forward,Inactive,1610612747,Lakers,LAL,lakers,Los Angeles,2004.0,2021.0,2004
77066,Greg,Howard,Greg Howard,1948-01-08T00:00:00,USA,6-9,215.0,2,Forward,Inactive,1610612739,Cavaliers,CLE,cavaliers,Cleveland,1970.0,1971.0,1970
1641724,Jett,Howard,Jett Howard,2003-09-14T00:00:00,USA,6-6,215.0,2,Guard,Active,1610612753,Magic,ORL,magic,Orlando,2023.0,2025.0,2023
2572,Josh,Howard,Josh Howard,1980-04-28T00:00:00,USA,6-7,210.0,10,Forward-Guard,Inactive,0,,,,,2003.0,2012.0,2003
436,Juwan,Howard,Juwan Howard,1973-02-07T00:00:00,USA,6-9,250.0,20,Forward,Inactive,1610612764,Wizards,WAS,wizards,Washington,1994.0,2012.0,1994
1630210,Markus,Howard,Markus Howard,1999-03-03T00:00:00,USA,5-10,175.0,3,Guard,Inactive,1610612743,Nuggets,DEN,nuggets,Denver,2020.0,2021.0,Undrafted
77067,Mo,Howard,Mo Howard,1954-08-24T00:00:00,USA,6-2,170.0,1,Guard,Inactive,1610612762,Jazz,UTA,jazz,New Orleans,1976.0,1976.0,1976
77069,Otis,Howard,Otis Howard,1956-11-05T00:00:00,USA,6-7,220.0,1,Forward,Inactive,1610612765,Pistons,DET,pistons,Detroit,1978.0,1978.0,1978
1128,Stephen,Howard,Stephen Howard,1970-07-15T00:00:00,USA,6-9,225.0,4,Forward,Inactive,0,,,,,1992.0,1997.0,Undrafted
1629739,William,Howard,William Howard,1993-10-25T00:00:00,France,6-8,207.0,2,Forward-Guard,Inactive,1610612745,Rockets,HOU,rockets,Houston,2019.0,2019.0,Undrafted
77070,Bailey,Howell,Bailey Howell,1937-01-20T00:00:00,USA,6-7,210.0,12,Forward,Inactive,1610612765,Pistons,DET,pistons,Detroit,1959.0,1970.0,1959
77072,Bob,Hubbard,Bob Hubbard,1922-12-27T00:00:00,USA,6-6,215.0,2,Center,Inactive,1610610032,Steamrollers,PRO,steamrollers,Providence,1947.0,1948.0,1947
77071,Phil,Hubbard,Phil Hubbard,1956-12-13T00:00:00,USA,6-8,215.0,10,Forward,Inactive,1610612739,Cavaliers,CLE,cavaliers,Cleveland,1979.0,1988.0,1979
1631309,Trevor,Hudgins,Trevor Hudgins,1999-03-23T00:00:00,USA,6-0,180.0,2,Guard,Inactive,1610612745,Rockets,HOU,rockets,Houston,2022.0,2022.0,Undrafted
201991,Lester,Hudson,Lester Hudson,1984-08-07T00:00:00,USA,6-3,190.0,5,Guard,Inactive,1610612738,Celtics,BOS,celtics,Boston,2009.0,2014.0,2009
77074,Lou,Hudson,Lou Hudson,1944-07-11T00:00:00,USA,6-5,210.0,13,Forward,Inactive,1610612737,Hawks,ATL,hawks,Atlanta,1966.0,1978.0,1966
1607,Troy,Hudson,Troy Hudson,1976-03-13T00:00:00,USA,6-1,178.0,11,Guard,Inactive,0,,,,,1997.0,2007.0,Undrafted
1626273,Marcelo,Huertas,Marcelo Huertas,1983-05-25T00:00:00,Brazil,6-3,200.0,2,Guard,Inactive,0,,,,,2015.0,2016.0,Undrafted
1628989,Kevin,Huerter,Kevin Huerter,1998-08-27T00:00:00,USA,6-7,198.0,7,Guard-Forward,Active,1610612741,Bulls,CHI,bulls,Chicago,2018.0,2025.0,2018
203962,Josh,Huestis,Josh Huestis,1991-12-19T00:00:00,USA,6-7,230.0,4,Guard,Inactive,1610612760,Thunder,OKC,thunder,Oklahoma City,2015.0,2017.0,2014
1630643,Jay,Huff,Jay Huff,1997-08-25T00:00:00,USA,7-1,240.0,4,Center,Active,1610612754,Pacers,IND,pacers,Indiana,2021.0,2025.0,Undrafted
1572,Nate,Huffman,Nate Huffman,1975-04-02T00:00:00,USA,7-1,245.0,1,Center,Inactive,1610612761,Raptors,TOR,raptors,Toronto,2002.0,2002.0,Undrafted
77076,Alfredrick,Hughes,Alfredrick Hughes,1962-07-19T00:00:00,USA,6-5,215.0,1,Forward,Inactive,1610612759,Spurs,SAS,spurs,San Antonio,1985.0,1985.0,1985
77077,Eddie,Hughes,Eddie Hughes,1960-05-26T00:00:00,USA,5-10,165.0,3,Guard,Inactive,1610612743,Nuggets,DEN,nuggets,Denver,1987.0,1989.0,1982
1630190,Elijah,Hughes,Elijah Hughes,1998-03-10T00:00:00,USA,6-5,215.0,3,Guard,Inactive,1610612757,Trail Blazers,POR,blazers,Portland,2020.0,2021.0,2020
77078,Kim,Hughes,Kim Hughes,1952-06-04T00:00:00,USA,6-11,220.0,5,Center,Inactive,1610612743,Nuggets,DEN,nuggets,Denver,1976.0,1980.0,1974
1716,Larry,Hughes,Larry Hughes,1979-01-23T00:00:00,USA,6-5,185.0,13,Guard,Inactive,0,,,,,1998.0,2011.0,1998
1965,Rick,Hughes,Rick Hughes,1973-08-22T00:00:00,USA,6-9,235.0,1,Forward,Inactive,0,,,,,1999.0,1999.0,Undrafted
1630574,Ariel,Hukporti,Ariel Hukporti,2002-04-12T00:00:00,Germany,7-0,246.0,1,Center,Active,1610612752,Knicks,NYK,knicks,New York,2024.0,2025.0,2024
203133,Robbie,Hummel,Robbie Hummel,1989-03-08T00:00:00,USA,6-9,219.0,3,Forward,Inactive,1610612750,Timberwolves,MIN,timberwolves,Minnesota,2013.0,2014.0,2012
77080,John,Hummer,John Hummer,1948-05-04T00:00:00,USA,6-9,230.0,6,Forward,Inactive,1610612746,Braves,BUF,clippers,Buffalo,1970.0,1975.0,1970
2415,Ryan,Humphrey,Ryan Humphrey,1979-07-24T00:00:00,USA,6-8,235.0,4,Forward,Inactive,0,,,,,2002.0,2004.0,2002
